entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;mano_obra;expediente-numero;financiamiento
Barrio Los Piletones;"Barrio Los Piletones: Demoliciones Poligono ""F"" De Manzana 10";Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;la obra consiste en la demolición de las edificaciones  a la necesidad de liberación del lecho lago soldati y se realizarán pequeños espacios de recreación.;859766.00;8;villa soldati;lacarra av. 2700;2017-12-11;2018-01-10;1;100;LOS PILETONES LTDA;2017;Contratación Directa;66-CBAS-2017;30710477910;77;66-CBAS-2017;Mixto Nación / Préstamo BID AR-L1260
Barrio Nueva Esperanza;Barrio Nueva Esperanza: Demolición  Vivienda Perilago;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;la obra consiste en la demolición de la edificacion  a la necesidad de liberación del lecho lago soldati;183219.00;8;villa soldati;lacarra av. 2700;2017-12-12;2017-12-27;0,5;100;LOS PILETONES LTDA;2017;Contratación Directa;79-CBAS-2017;30710477910;42;79-CBAS-2017;GCBA / FoDUS
Barrio Los Piletones;Barrio Los Piletones: Construcción De Edificio NÂ° 27 Manzana NÂ° 199 - Complejo Habitacional Los Piletones;Finalizada;Vivienda;Corporación Buenos Aires Sur;la obra consiste en la construcción de un edificio de viviendas de planta baja y dos pisos, en  cada planta hay 4 unidades funcionales de 4 ambientes cada una. las 4 unidades ubicadas en planta baja se proyectaron para ser habitadas por usuarios con movilidad reducida.;26268522.00;8;villa soldati;plumerillo 3975;2017-06-26;2018-07-31;12;100;Bosquimano S.A;2017;Licitación Pública;01-CBAS-2017;30711470022;65;01-CBAS-2017;GCBA
Barrio Los Piletones;Barrio Los Piletones: Demoliciones Casa 52 Manzana 10 ;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;la obra consiste en la demolición de las edificaciones  a la necesidad de liberación del lecho lago soldati y se realizarán pequeños espacios de recreación.;388882.00;8;villa soldati;lacarra av. 2700;2018-04-25;2018-06-10;1,5;100;LA UNION LTDA;2018;Contratación Directa;06-CBAS-2018;30711170053;45;06-CBAS-2018;GCBA / FoDUS
Distrito Del Deporte;Distrito Del Deporte: Club Atlético Huracán - La Quemita - Muro  De Cierre;Finalizada;Arquitectura;Corporación Buenos Aires Sur;ejecución de muro perimetral de cierre en bloques de hormigón en 138 ml y 3 mts de altura;1766868.00;7;flores;castañares av. , lacarra av.;2017-12-07;2018-03-07;3;100;14 DE JUNIO LTDA;2017;Contratación Directa;43-CBAS-2017;30711790469;26;43-CBAS-2017;Mixto / Nación / Préstamo BIRF 8706-AR
Autódromo Oscar Y Alfredo Gálvez;"Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez -  Instalación De Cubierta Sobre Palco ""A""";Finalizada;Espacio Público;Corporación Buenos Aires Sur;"la obra consiste en la puesta en valor del autódromo de la ciudad de bs as las tareas a ejecutar corresponden a la instalación de cubierta sobre palcos ""a""";1817436.00;8;villa riachuelo;paz, gral. av. y roca, cnel. av.;2017-11-03;2018-03-03;4;100;Estudio Wagg SA;2017;Contratación Directa;48-CBAS-2017;33651478699;55;48-CBAS-2017;GCBA / FoDUS
Autódromo Oscar Y Alfredo Gálvez;"Autódromo Oscar Y Alfredo Gálvez: Puesta En Valor Autódromo De Bs. As. Oscar Y Juan Gálvez -  Instalación De Cubierta Sobre Palco ""B""";Finalizada;Espacio Público;Corporación Buenos Aires Sur;"la obra consiste en la puesta en valor del autódromo de la ciudad de bs as las tareas a ejecutar corresponden a la instalación de cubierta sobre palcos ""b""";1817436.00;8;villa riachuelo;paz, gral. av. y roca, cnel. av.;2017-11-03;2018-03-03;4;100;Estudio Wagg SA;2017;Contratación Directa;49-CBAS-2017;33651478699;25;49-CBAS-2017;Internacional
Autódromo Oscar Y Alfredo Gálvez;"Autódromo Oscar Y Alfredo Gálvez: Bacheo En Autodromo De Bs. As. Oscar Y Juan Galvez-Bacheo En  Calle Interna 
";Finalizada;Espacio Público;Corporación Buenos Aires Sur;la obra consiste en la repavimentación de la calle interna de acceso a playón trasero de boxes;663276.00;8;villa riachuelo;paz, gral. av. y roca, cnel. av.;2018-03-22;2018-04-21;1;100;GOLI Construcciones SRL;2018;Contratación Directa;81-CBAS-2017;30715832255;54;81-CBAS-2017;Mixto / CAF / Nación / GCBA
Barrio 59 Viviendas;Barrio 59 Viviendas: Reparaciones Eléctricas Domiciliarias ;Finalizada;Vivienda;Corporación Buenos Aires Sur;la  obra comprende el montaje, la conexión y la puesta en servicio de toda la nueva instalación eléctrica de las unidades funcionales y servicios generales del conjunto de 59 viviendas- barrio nestor kirchner.;1562563.00;8;villa lugano;escalada av. 4551;2018-01-15;2018-04-15;3;100;24 DE NOVIEMBRE LTDA;2018;Contratación Directa;67-CBAS-2017;30712108629;66;67-CBAS-2017;Internacional
Barrio 59 Viviendas;Barrio 59 Viviendas: Reparaciones En Instalación De Gas Natural;Finalizada;Vivienda;Corporación Buenos Aires Sur;la obra consiste en la adecuación de la instalación de gas natural para las unidades de 59 viviendas - barrio nestor kirchner;1437627.00;8;villa lugano;escalada av. 4551;2018-04-04;2018-07-03;3;100;24 DE NOVIEMBRE LTDA;2018;Contratación Directa;73-CBAS-2017;30712108629;26;73-CBAS-2017;Mixto Nación / Préstamo BID AR-L1260
Barrio 59 Viviendas;Barrio 59 viviendas: Recambio de tanques y mejoras en espacios comunes â€“ Complejo Habitacional N. Kirchner â€“ 59 viviendas;Finalizada;Vivienda;Corporación Buenos Aires Sur;la obra consiste en el recambio de tanques y contempla la reparación y pintura de portones y rejas perimetrales del predio, la reparación del equipamiento en los espacios comunes y el mejoramiento de los espacios verdes.;1805648.00;8;villa lugano;escalada av. 4551;2017-08-02;2017-10-31;3;100;24 DE NOVIEMBRE LTDA;2017;Contratación Directa;39-CBAS-2017;30712108629;59;39-CBAS-2017;Mixto / Nación / Préstamo BIRF 8706-AR
Parque Roca;Parque Roca: Reacondicionamiento Sector Piletas Adultos;Finalizada;Espacio Público;Corporación Buenos Aires Sur;la obra consiste en el reacondicionamiento del sector pileta adultos: pintura, solados;719155.00;8;villa soldati;roca, cnel. av. 4490;2017-12-07;2018-01-06;1;100;Jorge Canelles Ltda;2017;Contratación Directa;69-CBAS-2017;30708832959;53;69-CBAS-2017;Mixto Nación / Préstamo BID AR-L1260
Parque Roca;Parque Roca: Reacondicionamiento Sector Pileta Infantil;Finalizada;Espacio Público;Corporación Buenos Aires Sur;la obra consiste en el reacondicionamiento del sector pileta infantil: pintura, solados, cercos;356639.00;8;villa soldati;roca, cnel. av. 4490;2017-12-07;2018-01-06;1;100;SOL YEWEN LTDA;2017;Contratación Directa;70-CBAS-2017;30709272981;49;70-CBAS-2017;Mixto / Nación / GCBA
Parque Roca;Parque Roca: Puesta En Valor Vestuarios Y Administración;Finalizada;Espacio Público;Corporación Buenos Aires Sur;la obra consiste en la puesta en valor y funcionamiento de vestuarios y administración;676723.00;8;villa soldati;roca, cnel. av. 4490;2017-12-07;2018-01-06;1;100;ANTONIO ALAK LTDA;2017;Contratación Directa;71-CBAS-2017;30709930385;21;71-CBAS-2017;Internacional
Buenos Aires Playa 2018;Buenos Aires Playa 2018: Parque Indoamericano - Obra Civil;Finalizada;Espacio Público;Corporación Buenos Aires Sur;ejecucion de playa seca para programa bs as playa 2018;1159932.00;8;villa soldati;escalada av. y castañares av.;2017-12-11;2017-12-31;0,7;100;Marcelina Vial SA;2017;Contratación Directa;75-CBAS-2017;30714545473;60;75-CBAS-2017;Nación / Fuente 11
Buenos Aires Playa 2018;Buenos Aires Playa 2018: Parque Indoamericano - Instalación Eléctrica;Finalizada;Espacio Público;Corporación Buenos Aires Sur;ejecucion de playa seca para programa bs as playa 2018;91168.00;8;villa soldati;escalada av. y castañares av.;2017-12-29;2018-01-08;0,35;100;Martinez Cesar Javier;2017;Contratación Directa;76-CBAS-2017;20273633325;45;76-CBAS-2017;Nación
Buenos Aires Playa 2018;Buenos Aires Playa 2018: Parque Indoamericano  - Mantenimiento;Finalizada;Espacio Público;Corporación Buenos Aires Sur;ejecucion de playa seca para programa bs as playa 2018;483951.00;8;villa soldati;escalada av. y castañares av.;2018-01-06;2018-02-28;1,8;100;EL PRESENTE LTDA;2018;Contratación Directa;77-CBAS-2017;30714459631;76;77-CBAS-2017;Nación / Fuente 11
Consejo Niños, Niñas Y Adolescentes;Consejo Niños, Niñas Y Adolescentes: Refacción Baños C.A.T.- Castañon 1040 - CABA;Finalizada;Arquitectura;Corporación Buenos Aires Sur;la obra consiste en la refacción y remodelación de los nucleos sanitarios ampliando su capacidad.;544404.00;7;flores;castañon 1040;2017-12-03;2018-01-03;1;100;Graft Estudio SRL;2018;Contratación Directa;80-CBAS-2017;30708506903;50;80-CBAS-2017;Mixto / Nación / Préstamo BIRF 8706-AR
Consejo Niños, Niñas Y Adolescentes;Consejo Niños, Niñas Y Adolescentes: Ampliación Cocina Y Nuevo Lavadero C.A.T - Castañon 1040;Finalizada;Arquitectura;Corporación Buenos Aires Sur;la obra consiste en la ampliación de la actual cocina y la ejecución de un nuevo lavadero en el edificio existente;794829.00;7;flores;castañon 1040;2017-11-03;2018-01-02;2;100;Graft Estudio SRL;2017;Contratación Directa;57-CBAS-2017;30708506903;29;57-CBAS-2017;Nación / Fuente 14
Obras Comuna 1;Obras Comuna 1: Pintura De Fachada Luis Saenz Peña Nº 1620- Caba;Finalizada;Vivienda;Corporación Buenos Aires Sur;puesta en valor de la fachada del edificio ubicado en la calle luis saenz peña 1620, el cual presenta una catalogación singular, con protección cautelar y se encuentra protegido por la ley 3065 por tratarse de un edificio anterior al 1941. las tareas a desarrollarse consisten en la consolidación y restitución de ornamentos, reparación y limpieza de fachadas y pintura de superficie de fachada plana sin ornamentación ni elementos decorativos, además de la reparación y pintura de carpinterí­as y herrerí­a;245946.00;1;constitucion;saenz peña, luis, pres. 1620;2017-11-13;2017-12-13;1;100;Lumi Construcciones SA;2017;Contratación Directa;59-CBAS-2017;30711229899;79;59-CBAS-2017;Nación
Barrio Padre Mújica;"Barrio Padre Mújica: Construcción Comedor ""La Misión""";Finalizada;Arquitectura;Corporación Buenos Aires Sur;la obra consiste en la construcción de un comedor comunitario  delimitado por la av. piedra buena, av. castañares, av. gral.  paz, y el ferrocarril belgrano. contempla: salón, cocina, deposito, baños y patio.;3960214.00;8;villa lugano;paz, gral av.  15450 y ferrocarril belgrano;2017-11-13;2018-04-12;5;100;CYLP S. A.;2017;Licitación Privada;01-CBAS-2017;30567789000;70;01-CBAS-2017;Mixto / Nación / Préstamo BIRF 8706-AR
Obras Comuna 4;Obras Comuna 4: Dique Cero Caminabilidad - Etapa 1;Finalizada;Espacio Público;Corporación Buenos Aires Sur;"la obra consiste realizar intervenciones urbanas en etapas en el area de""dique cero"", como parte del proceso de integración peatonal y ciudad a escala humana. comprende nivelaciones de cruces peatonales sobre av. pedro de mendoza entre las calles gualeguay y 29 de septiembre, como también la nivelación de la vereda sobre pedro de mendoza.  nueva instalación de luminarias, una nueva reja entre gualeguay y espinoza y una plaza seca entre las calles espinoza y 29 de septiembre, incluyendo nivelación de solado y equipamiento.";6646194.00;4;la boca;pedro de mendoza, av. 201-300;2018-05-07;2018-09-12;3,34;100;Bosquimano S.A;2018;Licitación Pública;09-CBAS-2017;30711470022;64;09-CBAS-2017;Mixto / Nación / GCBA
Parque de las Victorias;Parque de las Victorias: Campo de Deportes para Suboficiales de la Policí­a Federal ;Rescisión;Arquitectura;Corporación Buenos Aires Sur;la obra consiste en la construcción de un campo de deportes para suboficiales de la policí­a federal. contempla la realización de una cancha de futbol y de dos módulos de edificios desarrollados en planta baja. uno de los módulos tendrá una superficie cubierta de 244 m2 y albergara las áreas de servicios sanitarios (vestuarios local, visitantes y árbitros), un consultorio médico, una oficina general y otra oficina de trofeo y un buffet con parrilla. el otro modulo tendrá una superficie cubierta de 85 m2 y se destinara al quincho.;7689635.00;8;villa lugano;roca, cnel. av.;2018-03-16;2018-09-12;6;0;Tecymaq SA;2018;Licitación Pública;08-CBAS-2017;;47;08-CBAS-2017;Mixto / CAF / Nación / GCBA
Plazas y Parques de Comuna 6;Plaza Irlanda: Patio de juegos;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;la propuesta para la plaza irlanda consistió en intervenir el patio de juegos existente, generando accesibilidad e inclusión. hoy no cuenta con juegos inclusivos que sean aptos para niños con movilidad reducida y capacidades diferentes.;1731163.00;6;caballito;neuquen y alvarez, donato, tte. gr;2018-07-01;2018-09-15;2;100;;2018;;;;72;;Mixto / Nación / GCBA
Plazas y Parques de Comuna 4;Plaza Guillermo y Alfredo Barbieri;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el objetivo general del proyecto se orientó a recuperar y revitalizar el predio, brindándoles a los vecinos un lugar de encuentro y participación dedicado al arte y al tango. se generaron nuevos lugares de descanso, patio de juego bajo normativa, revitalización del sector deportivo e incorporación de sector destinado a expresiones artí­sticas.;13777132.00;4;parque patricios;luna - los patos - pedro chutro - mostesquieu;2018-08-15;2019-04-11;8;100;;2018;;;;21;;Mixto / CAF / Nación / GCBA
Plazas y Parques de Comuna 5;Plaza Saara Vaamonde;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el objetivo general es la puesta en valor de la plaza, revalorizando el espacio público como ámbito de interacción, mejorar las condiciones de habitabilidad, seguridad de la ví­a pública, y generando nuevos usos en la misma.;4104738.00;5;boedo;independencia, av. - muí‘iz - marmol, jose;2018-07-01;2018-10-30;3;100;;2018;;;;34;;Mixto / Nación / Préstamo BIRF 8706-AR
Plazas y Parques de Comuna 8;Pista Atletismo;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;se armó un pista de atletismo semi-profesional de 330 metros de recorrido, brindándole a los vecinos la facilidad de llevar sus tiempos de corrida. además, se incorporaron diferentes zonas para la práctica de otras disciplinas de atletismo: salto en largo, triple salto, lanzamiento de disco y martillo, y lanzamiento de bala. la propuesta contempló nuevos sectores de descanso y propuesta paisajistica.;12278359.00;8;villa soldati;lacarra, av. - escalada, av. - castaí‘ares, av. - fernandez de la cruz, francisco, gral., av;2018-09-15;2019-05-10;8;100;;2018;;;;57;;Mixto / CAF / Nación / GCBA
Subte Lí­nea H;Subterráneos - Lí­nea H;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;nuevas estaciones de la lí­nea h, taller y cochera parque patricios, túnel de trasición pre hospitales, acceso aliviador en la estación pueyredón, túnel c2 interestación.;2227000000.00;2;recoleta;av. santa fe y av. pueyrredón;2011-10-04;2018-12-31;86;100;UTE Techint Dycasa;2010;Licitación Pública;144/2010;20221477651;56;144-2010;Mixto / Nación / GCBA
Área 30 en Villa Real;Área 30 en Villa Real;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;soluciones viales de bajo costo para reducir la velocidad máxima de los vehí­culos a 30 km/h en zonas residenciales con niveles altos de siniestralidad. zona 30 villa real es la primera intervención de este tipo en la ciudad de buenos aires, incluye 47 manzanas y se estima que la probabilidad de que ocurra un siniestro luego de las obras se reducirá en un 75%.;12997662.00;10;villa real;lista, ramon, coronel e irigoyen;2017-09-18;2018-11-15;14;100;Miavasa S.A;2017;Licitación Pública;630/SIGAF/2017;30677303863;47;630-SIGAF-2017;Mixto Nación / Préstamo BID AR-L1260
Distrito Tecnológico;Sede de Gobierno;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;indeterminado;;4;parque patricios;uspallata 3050;2016-12-05;2017-05-05;5;100;;;;;;73;;Mixto / CAF / Nación / GCBA
Centro Deportivo de Tiro y Anexo;Centro Deportivo de Tiro y Anexo - Lic 1 - Areas exteriores;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;el objeto primordial del centro deportivo de tiro consiste en dotar a la ciudad autónoma de buenos aires de infraestructura de excelencia internacional en la práctica de deportiva de tiro y entrenamiento de fuerzas armadas y de seguridad de carácter nacional, provincial y municipal y educación deportiva. la nueva sede se ubica sobre un predio de 13 has. al borde costero de la ciudad de buenos aires, aledaño al arroyo medrano, al club de golf de la policí­a federal y al recientemente inaugurado parque de los niños, completando una serie de infraestructuras programáticas en situación de parque único costero.;556667015.00;13;nuã±ez;calle sin nombre oficial (av. tambor de tacuarã­) s/n;2019-02-15;2020-09-30;16;100;Construmex S.A.;2018;Licitación Pública;;;64;;Nación
Pasos Bajo Nivel;Paso bajo nivel Congreso;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;el paso bajo nivel congreso cuenta con un único carril, con una altura libre de paso de 3,60 metros y será sentido único de circulación hacia avenida del libertador.;5316000000;13;nuñez;avenida congreso y ví­as del ferrocarril mitre - ramal tigre;2014-04-16;2015-06-26;11;100;JOSE J. CHEDIACK SAICA - UCSA SA - UTE;2013;Licitación Pública;2013-01-0011-00;30714444367;58;2013-01-0011-00;Mixto Nación / Préstamo BID AR-L1260
Teatro Colón;Teatro Colón: Instituto Superior de Arte - adecuación 1° a 9° piso;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;esta licitación comprende la adecuación de un edificio nuevo entre medianeras con frente a la av. corrientes. el proyecto propone la ejecución de un aula para ensayo de danza, y un salón de usos múltiples, que funcionará para conciertos, orquesta académica y clases magistrales.;3807964.00;1;san nicolás;avenida corrientes 1681;2018-01-18;2018-04-03;3;100;Villarex S.A.;2017;Licitación Privada;55/SIGAF/2017;30712097996;61;55-SIGAF-2017;Nación / Fuente 11
Oficinas Públicas;Oficinas Públicas: Edificio Cervantes PB, 4to piso y terraza.;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;adecuación de los pisos 4º y pb del edificio cervantes para alojar oficinas del gcba en el marco de relocalización para mejor funcionamiento de las mismas. la obra contempló una construcción rápida y eficiente, para lo que se uso tecnologí­a de construcción en seco junto con a la instalación y readecuación de luminaria y aire acondicionado, tanto nuevo como existente y la pintura y señalética necesaria acorde a los estándares gubernamentales.;10197136.00;3;balvanera;j. d. perón 3149;2017-10-11;2018-03-12;5;100;INGECONS S.A.;2017;Licitación Pública;1239/SIGAF/2017;30683399333;59;1239-SIGAF-2017;Nación
Oficinas Públicas;Oficinas Públicas: Edificio Jean Jaures. Demolición.;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;la obra tuvo como objetivo la demolición de las tabiquerí­as de todo el edificio, de manera que quedó planta libre. tambien incluyó la demolición de solados, cielorrasos y de una losa para la instalación de una escalera exterior metalica.;6178926.00;3;balvanera;jean jaures 216;2017-01-11;2018-02-01;13;100;Las Cortes S.R.L.;2017;Licitación Pública;1290/SIGAF/2017;30700041197;53;1290-SIGAF-2017;Mixto / Nación / GCBA
Oficinas Públicas;Oficinas Públicas: Edificio Jean Jaures. Obra.;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;remodelacion del edificio existente, realizando tabiqueria liviana para salas de reunión, pintura, cambio de solados, readecuacion de las instalaciones de iluminación, electricidad, termomecanica, incendio y sanitaria y se alojaron los nuevos puestos de trabajo.;35108164.00;3;balvanera;jean jaures 216;2017-12-29;2018-06-11;6;100;Cooperativa de Trabajo Greti Ltda;2017;Licitación Pública;1420-SIGAF/2017;30710961634;72;1420-SIGAF-2017;GCBA / FoDUS
Distrito Tecnológico;Manzana Cí­vica;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;la obra í¢â€âœmanzana cí­vicaí¢â€â, consistió en la puesta en valor del entorno de la nueva sede de gobierno de la ciudad de buenos aires, barrio de parque patricios, en relación con los términos de la ley 1747.;34946103.00;4;parque patricios;uspallata 3160;2016-11-01;2017-08-31;9;100;Dal Construcciones S.A;2016;Licitación Pública;443-SIGAF/16;30604370171;75;443-SIGAF-16;Nación / Fuente 14
Cuenca Arroyo Maldonado;Arroyo Maldonado: Ramales secundarios grupo A;Finalizada;Hidráulica e Infraestructura;Secretarí­a de Transporte y Obras Públicas;servicio de consultorí­a para la revisión de los proyectos licitatorios de los ramales secundarios de los grupos d y e del arroyo maldonado y elaboración de los proyectos licitatorios de los remales secundarios de l arroyo vega.;;13;belgrano;av. rafael obligado 6125;;;;100;COARCO S.A.;2017;;;30516500634;27;;Mixto / CAF / Nación / GCBA
Paseo del Bajo;Paseo del Bajo: Liberación de traza - Prefectura Naval Argentina;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;la obra consistió en la construcción de un nuevo corredor vial que conecta las autopistas illia y buenos aires-la plata y la puesta en valor integral del espacio público en sus alrededores. dependencias de la prefectura naval argentina: fecha de inicio: 31/05/17. fecha de finalización: 30/11/17. el edificio cuenta con cuartel de bomberos, tabiquerí­a, instalaciones y aberturas.;34754346.00;1;puerto madero;av. eduardo madero 235;2017-05-31;2017-11-30;6;100;Villarex S.A.;2017;Licitación Pública;445/SIGAF/2017;30712097996;71;4987697-MGEYA-DGOINFU-2017;Internacional
Parque del Bajo;Parque del Bajo: Traslado de árboles - Obras preliminares.;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;la obra consistió en el traslado de árboles, corrimiento de av. la rábida, bases de monumentos, traslado de monumentos, traslado de mástil, traslado helipuerto, playa de estacionamiento subterráneo y regulación, trabajo de la superficie.;;1;san nicolás;madero, eduardo av. y peron, juan domingo, tte. general;2017-07-01;2018-02-20;7;100;;;;;;67;;GCBA / FoDUS
Parque del Bajo;Parque del Bajo: Traslado de monumentos - Obras preliminares.;Finalizada;Espacio Público;Secretarí­a de Transporte y Obras Públicas;relocalización monumento juan de garay y relocalización monumento juana azurduy.;3547440.00;1;san nicolás;madero, eduardo av. y peron, juan domingo, tte. general;2017-07-17;2018-02-20;7;100;CONSTRUCCIONES INDUSTRIALES AVELLANEDA SA;2017;Obra menor;23-SIGAF/17;30710543271;63;23-SIGAF-17;Mixto / Nación / GCBA
Corbeta Uruguay;Corbeta Uruguay;Finalizada;Transporte;Secretarí­a de Transporte y Obras Públicas;la obra consistió en la pavimentación y ensanche de la calle corbeta uruguay, entre las avenidas castillo y antártida argentina, con el propósito de descomprimir el tránsito pesado que actualmente espera sobre la av. comodoro py para ingresar al puerto (terminal rí­o de la plata), trasladándolo hacia corbeta uruguay. además, en una segunda fase, se sumaron espacios de estacionamiento para la armada.;46677605.00;1;retiro;corbeta uruguay y castillo, ramon s., pres. av.;2016-12-01;2017-07-30;7;100;Construmex S.A;2016;Licitación Pública;2016-01-0005-00;30696394217;22;2016-01-0005-00;Nación / Fuente 14
Teatro Colón;Teatro Colón: mantenimiento techo escenario principal;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se trató de la revalorización en un edificio declarado monumento histórico nacional, de altí­simo valor patrimonial. se realizaron obras de adecuación de los pisos 1ero y 9no donde funcionará un aula para ensayo de danza y un salón de usos múltiples para conciertos, orquesta académica y clases magistrales. también se llevó a cabo la ejecución del plano cortafuego y los talleres la nube. el edificio cuenta con una adecuación en una etapa anterior en los pisos 2do al 8vo,el completamiento del 4to piso y el mantenimiento del techo del escenario principal.;4706900.00;1;san nicolás;cerrito 628;2017-04-22;2017-12-31;3;100;TECHOS DORFLER;2017;Decreto N° 433/16;;30707469354;23;;Nación / Fuente 11
Barrio 31;Barrio 31: Galpón;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;"el ""galpón"" es un centro comunitario que promueve el encuentro, participación y formación de los vecinos. su objetivo es mejorar la proximidad y la atención inmediata, y garantizar el acceso a las polí­ticas sociales. cuenta con un cesac, oficinas de atención al vecino desde diversas áreas (anses, renaper, migraciones, defensorí­a del pueblo, entre otros) y con talleres de actividades educativas, culturales y deportivas. la obra consistió en la puesta en valor, reforzamiento estructural de una edificación ya existente. se llevaron a cabo tareas de tendido eléctrico, colocación de artefactos lumí­nicos, pintura.";18884253.00;1;retiro;gendarmeria nacional av. 690;2016-04-10;2017-01-04;9;100;Merlino;2016;Licitación Pública;691-SIGAF-16;20103652775;20;18802401-MGEYA-DGOI-2016;Nación
Barrio 31;Barrio 31: Oficina 99;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;el proyecto consistió en la remodelación y mejoramiento del inmueble existente en la manzana 99 del bajo autopista. cumple la función el albergar oficinas de atención de la secretarí­a de integración social y urbana. el inmueble consta de dos plantas, 1er y 2da en las cuales se desempeñarán estas funciones. la obra consistió en el reacondicionamiento de las instalaciones sanitarias, eléctricas, cambio de la escalera de acceso, entre otras tareas.;450000.00;1;retiro;gendarmeria nacional av. 690;2017-06-27;2017-08-26;2;100;Bristol;2017;Contratacion Menor;;30711320160;15;;Mixto Nación / Préstamo BID AR-L1260
Barrio 31;Barrio 31: Cesac 47;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;"ubicado dentro del predio del denominado ""galpón"", la obra consistió en la ampliación y readeacuación de un centro de atención primaria. hoy cuenta con un vacunatorio, una enfermerí­a, una sala de administración, una farmacia, y más consultorios.";30999722.00;1;retiro;gendarmeria nacional av. 690;2016-04-10;2017-01-04;9;100;Merlino;2016;Licitación Pública;691-SIGAF-16;20103652775;20;18802401-MGEYA-DGOI-2016;Nación / Fuente 11
Barrio 31;Barrio 31: Portal;Finalizada;Arquitectura;Ministerio de Desarrollo Humano y Hábitat;la obra del portal implicó la expansión de un edificio pre-existente de oficinas. cumple como función el albergar oficinas de atención de la secretarí­a de integración social y urbana. la obra consistió en el reacondicionamiento de las instalaciones sanitarias, eléctricas, cambio de la escalera de acceso así­ cómo también la ampliación en m2 del área de oficinas.;2498500.00;1;retiro;gendarmeria nacional av. 690;2016-04-04;2016-06-30;2;100;Juan Pablo Boyatjian;2016;Decreto N° 433/16;;30667662415;20;;Nación / Fuente 14
Barrio 31;Barrio 31: Feria;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;la obra comprende trabajos de mejoramiento urbano: pavimentos, veredas, parquización, mobiliario urbano, alumbrado público en el sector de la feria entre la calle perette hasta la calle playón este y tendido de redes de infraestructura eléctrica y sanitaria. incluye también un área de espacio público con zonas verdes, juegos para niños y una cancha deportiva. todas éstas obras persiguen además, ser sustento para la renovación, organización y formalización de los puestos comerciales existentes de la feria.;59192343.00;1;retiro;walsh, rodolfo 75;2017-02-20;2017-12-08;10;100;Pose;2017;Licitación Pública;8-SIGAF/17;30709107123;15;27194363-MGEYA-DGOI-2016;Mixto / CAF / Nación / GCBA
Barrio 31;Barrio 31: Cancha Y Plaza Vilma;Finalizada;Espacio Público;Ministerio de Desarrollo Humano y Hábitat;este proyecto consistió en la puesta en valor del área destinada a espacio público (área apróximada 806 m2) ubicada en el sector playón oeste. el proyecto propuso regenerar el espacio público para reforzar el uso deportivo que históricamente tuvo, así­ como también el recreativo y de esparcimiento. consta de tres grandes espacios, una cancha de usos múltiples, un recorrido de rampas para el desnivel existente entre la vereda y el galpón, acompañado por terrazas escalonadas de verde que proporcionan una oportunidad óptima para el aporte ambiental, y por último, un gran espacio con juegos para niños.;14148025.00;1;retiro;gendarmeria nacional av. 681;2017-05-07;2017-12-15;7;100;Cooperativa;2017;;;;10;;Nación
