tipo,nombre,etapa,area_responsable,descripcion,monto_contrato,barrio,comuna,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,cuit_contratista,licitacion_anio,contratacion_tipo,nro_contratacion,mano_obra,expediente-numero,financiamiento
Espacio Público,Parque de la Estación - Espacio Público,Finalizada,Ministerio de Espacio Público e Higiene Urbana,el monto total de esta obra es $211.883.237. incluye las obras de parque de la estación -espacio público y parque de la estación -galpón.,211883237.0,balvanera,3,"peron, juan domingo, tte. general 3202",2016-11-19,2019-04-19,29,100.0,Cunumi S.A,,,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Parque de la Estación -Galpón,Finalizada,Secretarí­a de Transporte y Obras Públicas,el monto total de esta obra es $211.883.237. incluye las obras de parque de la estación -espacio público y parque de la estación -galpón.,21883237.0,balvanera,3,"peron, juan domingo, tte. general 3202",2016-11-19,2019-04-19,29,100.0,Cunumi S.A,30615748036,2017,Licitación Pública,1131-SIGAF/2017,indeterminado,indeterminado,indeterminado
Transporte,Subterráneos - Lí­nea E: Extensión - Escaleras mecánicas,Finalizada,Secretarí­a de Transporte y Obras Públicas,"ingeniería, fabricación e instalacion de escaleras en nuevas estaciones le a retiro (retiro, catalinas y correo central)",89523613.0,san nicolás,1,corrientes av. 199,2017-03-30,2018-10-31,19,100.0,Fujitec,30575096111,2016,Licitación Pública,195/16,indeterminado,indeterminado,indeterminado
Vivienda,"Barrio 31: Guemes 11 y 16, Mejoramiento Integral",Finalizada,Ministerio de Desarrollo Humano y Hábitat,"en razgos generales el proyecto consistió en los siguientes procesos: primero, se comunicó a los vecinos sobre la posibilidad de participar del programa de mejoramiento. luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto especí­fico para cada caso. a partir de ahí­, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. el proceso de mejora se apoya sobre los siguientes ejes: redistribución interna, iluminación, ventilación, red eléctrica, accesibilidad, cubierta y terminaciones. actualmente se trabaja sobre 42 unidades funcionales sobre un total de 60.",0.0,retiro,1,gendarmeria nacional av. 679,2017-10-30,2019-12-30,8,100.0,Dagresa Vial Construcciones SRL,33712269079,2017,nan,,indeterminado,indeterminado,indeterminado
Vivienda,"Barrio 31: YPF 22, mejoramiento Integral",Finalizada,Ministerio de Desarrollo Humano y Hábitat,"en razgos generales el proyecto consistió en los siguientes procesos: primero, se comunicó a los vecinos sobre la posibilidad de participar del programa de mejoramiento. luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto especí­fico para cada caso. a partir de ahí­, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. el proceso de mejora se apoya sobre los siguientes ejes: redistribución interna; iluminación; ventilación; red eléctrica; accesibilidad; cubierta y terminaciones. actualmente se trabaja sobre 18 unidades funcionales, proyectando actuar con cooperativas sobre un total de 63; ademas de un grupo adicional sobre las que intervendrá una empresa.",78162488.0,retiro,1,gendarmeria nacional av. 679,2018-01-02,2020-03-30,11,100.0,ETSA,30628970714,2018,Licitación Pública,,indeterminado,indeterminado,indeterminado
Vivienda,Barrio 31: Manzana G1,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"en razgos generales el proyecto consistió en los siguientes procesos: primero, se comunicó a los vecinos sobre la posibilidad de participar del programa de mejoramiento. luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto especí­fico para cada caso. a partir de ahí­, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. el proceso de mejora se apoya sobre los siguientes ejes: redistribución interna; iluminación; ventilación; red eléctrica; accesibilidad; cubierta y terminaciones sobre 79 unidades funcionales.",28000000.0,retiro,1,gendarmeria nacional av. 679,2016-10-19,2017-07-31,9,100.0,Cooperativa,,2016,nan,,indeterminado,indeterminado,indeterminado
Escuelas,Barrio 31: Polo Educativo Marí­a Elena Walsh,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"el edificio ministerio, toma un sentido longitudinal en la morfologí­a para definir claramente la ciudad por un lado y las visuales al rí­o por el otro. se trata de plantas flexibles, con superficies promedio de 1800míâ². dentro del volumen único, se diferencian 2 sectores separados por un espacio descubierto central y diferentes alturas a los lados, siendo la mayor el sector del edificio destinado al ministerio y la menor a la escuela. la propuesta contempló accesos independientes para la escuela y el ministerio con dos plazas diferenciadas. el edificio escuela se desarrolla en tres niveles y un entrepiso. cuenta con un jardí­n de infantes, la escuela primaria y el programa de adultos, comedor y sum. cada sector del programa edilicio dispondrá de un área de expansión.",697650207.0,retiro,1,gendarmeria nacional av. 690,2018-01-08,2019-08-30,19,100.0,Bricons S.A.I.C.F.I.,30541068151,2017,Licitación Pública Internacional,1304/SIGAF/17,indeterminado,ex2017- 17660552-mgeya-dgopdu,préstamo bid ar-l1260
Hidráulica e Infraestructura,Eje radial,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"ejecución de red de infraestructura, cicatrización de pluvial por cordon cuneta y obras civil de red electrica y datos. alumbrado público. ejecución y reparacion de calzada vehicular y veredas. ordenamiento del espacio público y puesta en valor de plaza con equipamiento.",0.0,villa lugano,10,piedra buena av. 3200,2018-02-01,2019-02-15,12,100.0,,,2016,Licitación Pública,1294/SIGAF/16,indeterminado,indeterminado,indeterminado
Salud,Lactario y cocina central -Obra y relocalización,Finalizada,Ministerio de Salud,"construcción de un nuevo edificio para alojar la nueva cocina central; la relocalización del comedor médico; las oficinas de la división alimentación, cooperadora y escuela. abarca también la remodelación de un sector del pabellón médico a fin de permitir la reubicación y ampliación del servicio de lactario y sus dependencias. 850 m2",75682210.0,recoleta,2,gallo 1330,2018-11-01,2020-04-30,15,100.0,Mejores Hospitales S.A,30647354072,2017,Licitación Pública,1613/2017,indeterminado,indeterminado,indeterminado
Salud,Pabellón San Camilo (Apuntalamiento y Demolición),Finalizada,Ministerio de Salud,"la obra consistió en la demolición total del pabellón san camilo del hospital general de niños dr. pedro de elizalde. el mismo es un edificio inhabilitado para el uso y consta una superficie cubierta de aproximadamente 733 m2 totales distribuidas en tres plantas (1 subsuelo, planta baja y primer piso) con una altura promedio de 15 metros, este edificio data de más de 100 años de antigí¼edad. superficie a demoler: 733m2. plazo de obra: 150 dí­as corridos.",13001186.0,barracas,4,"montes de oca, manuel av. 40",2018-12-20,2019-05-30,5,100.0,Venegoni Hnos Empresa Constructora S.A.,30637213063,2018,Decreto N° 433/16,8568/2018,indeterminado,indeterminado,indeterminado
Escuelas,Escuela Infantil N.° 8 D.E. 15 - Siglo XXI,Finalizada,Ministerio de Educación,inicial,0.0,villa urquiza,12,"rivera, pedro i., dr. 4221",2013-12-01,2016-10-30,29,100.0,Criba S.A.,,2013,Licitación Pública,,indeterminado,indeterminado,indeterminado
Escuelas,ISPEE - Siglo XXI,Finalizada,Ministerio de Educación,media,0.0,villa urquiza,12,holmberg 2754,2013-12-01,2016-10-30,29,100.0,Criba S.A.,,2013,Licitación Pública,,indeterminado,indeterminado,indeterminado
Espacio Público,Intendente Casares Intervención Total,Finalizada,Subsecretarí­a de Gestión Comunal,indeterminado,13964867.0,palermo,14,indeterminado,,2019-11-30,6,100.0,MANTELECTRIC,,,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Plaza Dr Carlos S Lamas Remodelación Patio de Juegos,Finalizada,Subsecretarí­a de Gestión Comunal,indeterminado,6557067.0,mataderos,9,indeterminado,2019-12-16,2020-01-13,1,100.0,CASA MACCHI,,,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Plaza 25 de agosto Remodelación Patio de Juegos,Finalizada,Subsecretarí­a de Gestión Comunal,indeterminado,22279428.0,villa ortúzar,15,indeterminado,2019-12-16,2020-01-24,1,100.0,VIVERO CUCULO,,,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Plaza Aristóbulo del Valle Remodelación Patio de Juegos,Finalizada,Subsecretarí­a de Gestión Comunal,indeterminado,14024377.0,villa del parque,11,indeterminado,2019-12-16,2020-01-13,1,100.0,THE CLEAN GARDEN,,,nan,,indeterminado,indeterminado,indeterminado
Escuelas,Polo educativo Maria Elena Walsh - Escuela Infantil N.° 11 D.E. 1,Finalizada,Ministerio de Educación,inicial,0.0,retiro,1,perette y calle 10,2017-10-26,2019-02-28,15,100.0,Bricons,,2017,Licitación Pública,,indeterminado,indeterminado,indeterminado
Escuelas,Polo educativo Maria Elena Walsh - Escuela de Educación Primaria N.° 11 D.E. 1,Finalizada,Ministerio de Educación,primaria,0.0,retiro,1,perette y calle 10,2017-10-26,2019-02-28,15,100.0,Bricons,,2017,Licitación Pública,,indeterminado,indeterminado,indeterminado
Escuelas,Polo educativo Maria Elena Walsh- Adultos,Finalizada,Ministerio de Educación,adultos,0.0,retiro,1,perette y calle 10,2017-10-26,2019-02-28,15,100.0,Bricons,,2017,Licitación Pública,,indeterminado,indeterminado,indeterminado
Escuelas,Escuela Primaria Común N° 27 Manuel De Sarratea: Mejora edilicia.,Finalizada,Ministerio de Educación,obras para mejoramiento edilicio.,0.0,barracas,4,vieytes 1469,,,6,100.0,,,,nan,,indeterminado,indeterminado,indeterminado
Escuelas,Jardí­n de Infantes Integral N.° 10 D.E. 1,Finalizada,Ministerio de Desarrollo Humano y Hábitat,inicial. obra ejecutada por la secretarí­a de integración social y urbana.,21296166.0,retiro,1,parcela 1p . manzana 162° . sección 15- circunscripción 19,2017-12-22,2018-12-31,12,100.0,Kir S.R.L,30702232046,2017,Licitación Pública,1453-SIGAF/17,indeterminado,23.770.562-mgeya-dgopdu/17,indeterminado
Espacio Público,Prefectura Naval Argentina Incorporación de Riego,Finalizada,Subsecretarí­a de Gestión Comunal,indeterminado,1805036.0,villa lugano,8,indeterminado,2019-02-22,2019-03-29,1,100.0,ZONA VERDE,,,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Delom Incorporación de Riego,Finalizada,Subsecretarí­a de Gestión Comunal,indeterminado,1858684.0,villa lugano,8,indeterminado,2019-02-21,2019-03-29,1,100.0,ZONA VERDE,,,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,De los Vecinos Incorporación de Riego,Finalizada,Subsecretarí­a de Gestión Comunal,indeterminado,2325368.0,villa lugano,8,indeterminado,2019-02-18,2019-04-10,2,100.0,ZONA VERDE,,,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Mariano Saavedra Incorporación de Riego,Finalizada,Subsecretarí­a de Gestión Comunal,indeterminado,1984627.0,villa lugano,8,indeterminado,2019-02-21,2019-03-29,1,100.0,ZONA VERDE,,,nan,,indeterminado,indeterminado,indeterminado
Arquitectura,Ecoparque: Plaza Italia y Zona Libertador,Finalizada,Secretarí­a de Transporte y Obras Públicas,"plaza italia: las intervenciones involucraron la conformación de senderos, puesta en valor de edificios patrimoniales, esculturas, puente, paquizacion con vegetación autóctona e instalación de riego, intervención en lago darwin consolidando bordes de lago e impermeabilización del mismo. libertador: las intervenciones involucran construcción de baños públicos, la conformación de senderos, puesta en valor de esculturas, fuentes, paquizacion con vegetación autóctona de la region del delta e instalación de riego, intervención en lago burmeister consolidando bordes de lago del mismo, construcción de piletas de biorremediacion, construcción de plataformas para zonas de juegos infantiles y colocación de calesita.",93517962.0,palermo,14,republica de la india 3001,2017-12-28,2018-09-28,9,100.0,ALTOTE S.A. - NAKU CONSTRUCCIONES S.R.L. (UTE),30712263454,2017,Obra Publica,1451-SIGAF/2017,indeterminado,ex-2017-23053226- -mgeya-dgoinfu,indeterminado
Arquitectura,Ecoparque: Centro de Rescate de Fauna Marina,Finalizada,Secretarí­a de Transporte y Obras Públicas,"constituye un nuevo recinto unificado, conformado por un conjunto de piletas de tamaño diferenciados y areas de manejos entre las mismas; destinadas a alojar especies de lobos marinos pertenecientes a la colección del ecoparque y todo ejemplar proveniente del programa de rescate.",12431948.0,palermo,14,republica de la india 3003,2018-08-10,2019-02-07,6,100.0,VILLAREX S.A.,30712097996,2017,Licitación Privada,21/SIGAF/2018,indeterminado,ex-2018-15629610--gcaba-uggoaalupeei,indeterminado
Arquitectura,Ecoparque: Nuevo Reptilario,Finalizada,Secretarí­a de Transporte y Obras Públicas,la intervención consistió en la restauración de cubiertas y fachadas originales y la readecuacion de recintos interiores para el alojamiento de la colección de reptiles del ecoparque. como obra nueva se construyeron recintos exteriores y se paralizó la zona verde.,2820044.5,palermo,14,republica de la india 3005,2018-07-23,2018-11-21,4,100.0,VILLAREX S.A.,30712097996,2017,Licitación Privada,06/SIGAF/18,indeterminado,ex-2018-8039529-uggoaalupeei,indeterminado
Arquitectura,Ecoparque: Loros y Palomar,Finalizada,Secretarí­a de Transporte y Obras Públicas,"el conjunto edificio complementario, contempló el acceso principal, oficinas de cuidadores y areas destinadas a deposito, albergando ademas un recinto de cuidados intensivos y un local de nutricion.",21800000.0,palermo,14,republica de la india 3005,,2019-08-15,5,100.0,,,,nan,,indeterminado,indeterminado,indeterminado
Arquitectura,Ecoparque: Templo de Vesta,Finalizada,Secretarí­a de Transporte y Obras Públicas,"todas las instalaciones referentes al bombeo, tratamiento y filtrados, se encuentran centralizadas en la sala tecnica.",6206032.0,palermo,14,republica de la india 3011,2019-06-05,2019-09-05,3,100.0,Hit Construcciones S.A,30709605158,2019,Licitación Pública,210/SIGAF/2019,indeterminado,ex-2019- 10601603-dgru,indeterminado
Arquitectura,Ecoparque: Glorieta,Finalizada,Secretarí­a de Transporte y Obras Públicas,"las intervenciones proyectadas se basaron, principalmente, en un criterio de conservación, ejecutando tareas de limpieza y protección.",2844941.0,palermo,14,republica de la india 3012,2019-06-05,2019-09-15,3,100.0,Hit Construcciones S.A,30709605158,,Licitación Privada,11/SIGAF/2019,indeterminado,ex-2019-09004618- -gcaba-dgru,indeterminado
Arquitectura,Ecoparque: puesta en valor del Hospital de Fauna Silvestre y Nursery,Finalizada,Secretarí­a de Transporte y Obras Públicas,"adecuación edilicia.tratamiento de fachadas. interiores,instalaciones sanitarias, eléctricas, solados, bretes internos y externos. instalación termomecánica, calefación, laboratorio, quirófano y rayos. oficinas.",91370000.0,palermo,14,republica de la india 3013,2019-01-07,2020-03-15,5,100.0,Parquizar,,,nan,,indeterminado,indeterminado,indeterminado
Arquitectura,Ecoparque: 1 B,Finalizada,Secretarí­a de Transporte y Obras Públicas,las intervenciones contemplaron parquizacion con vegetación autóctona y su respectiva instalación de riego. caminos y la construcción de un baño para uso de los visitantes y la plaza de aguas con finalidades educativas. restauración de los edificios patrimoniales.,61863537.0,palermo,14,republica de la india 3013,2018-11-06,2019-10-31,7,100.0,ALTOTE -NAKU CONSTRUCCIONES UTE,30715868322,2018,Licitación Pública,242/SIGAF/2018,indeterminado,ex-2018-15352359- -mgeya-uggoaalupeei,indeterminado
Espacio Público,Plaza Flores,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"renovación del espacio verde público, plantación especies herbáceas florales. nuevos lugares de estar en los sitios de la plaza que se encuentran subutilizados y en mal estado. incorporación de bancos e iluminación peatonal lo cual, junto a la apertura dada por la extracción del ficus benjamina aumentará la seguridad del sitio.",10383300.0,flores,7,yerbal 2450,2019-03-11,2019-07-11,4,100.0,MONGE CONSTRUCCIONES S.R.L.,30711946957,2018,Licitación Pública,672/SIGAF/2018,indeterminado,32659738/dgru/2018,indeterminado
Espacio Público,Mercado del Progreso,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"destacar el significativo valor urbaní­stico, patrimonial e histórico del mercado del progreso, dado que define y califica el paisaje urbano y el espacio público del área de primera junta.",19970754.0,caballito,6,av. rivadavia 5430,2019-05-13,2019-12-31,6,100.0,Hit Construcciones S.A,,,nan,,indeterminado,indeterminado,indeterminado
Arquitectura,Confiterí­a del Molino - cúpula,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"las intervenciones proyectadas se basan, principalmente, en un criterio de conservación, ejecutando tareas de limpieza y protección, conjuntamente con obras de iluminación que jerarquizan los elementos significativos. esta intervención busca poner en valor y conservar la cúpula, dado su valor histórico y patrimonial. la conservación de la cúpula comprende el retiro de todos elementos no originales de la misma, la recuperación de las terminaciones y la reposición de los elementos ornamentales perdidos y el tratamiento y conservación de los existentes teniendo en cuenta la verificación de la estabilidad de los mismos.",10189295.0,monserrat,1,av. rivadavia 1815,2019-07-15,2020-05-15,10,100.0,Progorod S.A,30710686382,2019,Licitación Pública,80/SIGAF/2019,indeterminado,35360996/dgru/2018,nación
Arquitectura,Confiterí­a de Molino - cubierta,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"la intervención proyectada se enmarca dentro de una serie de acciones que buscan poner en valor y conservar la totalidad del edificio, siendo objeto de la presente licitación la conservación, impermeabilización y readecuación de las cubiertas del edificio âconfiterí­a el molinoâ. esta intervención, busca proveer de hermeticidad a la cubierta plana del edificio.",7709334.0,monserrat,1,av. rivadavia 1816,2019-07-04,2020-06-01,11,100.0,Progorod S.A,30710686382,2019,Licitación Pública,190/SIGAF/2019,indeterminado,10106632/dgru/2019,nación
Arquitectura,Confiterí­a de Molino - fachadas,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"las intervenciones proyectadas se basan en la ejecución de tareas de limpieza y protección, conjuntamente con obras de iluminación. la conservación de la fachada.comprende el retiro de todos los elementos âno originalesâ de la misma, la recuperación de las terminaciones y la reposición de los elementos ornamentales perdidos, el tratamiento y conservación de los existentes, teniendo en cuenta la verificación de la estabilidad de los mismos.",20958022.0,monserrat,1,av. rivadavia 1817,2019-08-27,2020-06-19,10,100.0,Hit Construcciones S.A,30709605158,2019,Licitación Pública,263/SIGAF/2019,indeterminado,14117941/dgru/2019,nación
Espacio Público,Parque Estación Buenos Aires,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"generación de un espacio público, emplazado en el terreno central del reciente desarrollo de viviendas construidas en lo que fueran los galpones de acopio de la estación buenos aires. se cuenta con zonas de estar, circuitos peatonales y deportivos con la presencia de árboles y especies herbáceas nativas. se utilizan sistemas urbanos de drenaje sostenible como retardadores de agua. se plantaron árboles y especies herbáceas nativas. respecto al alumbrado, se colocaron luminarias con tecnologí­a led perimetrales al parque y en los caminos. el parque cuenta con zonas de estar, juegos para chicos, circuitos peatonales y deportivos.",58332788.0,parque patricios,4,suarez 3100,2019-02-01,2019-12-31,6,100.0,Instalectro S.A.,33661628729,2018,Licitación Pública,475/SIGAF/2018,indeterminado,14602920/dgev/2018,indeterminado
Espacio Público,Parque Avellaneda - Restauración pista de atletismo,En licitación,Ministerio de Espacio Público e Higiene Urbana,"en respuesta a la propuesta de ba elige con el fin de la modernización de la pista de atletismo dentro del polideportivo del parque avellaneda, se proyecta el cambio de materialidad de la misma. actualmente el material de la pista es de conchilla, el cual será reemplazado por un material a base de resina y caucho, lo que facilita el escurrimiento del agua a los fines de poder ser utilizada inmediatamente después de la lluvia y/o durante la misma.",0.0,parque avellaneda,9,av. lacarra 1000,2020-01-27,2020-04-27,3,0.0,,,2019,Licitación Pública,420/SIGAF/2019,indeterminado,17216022/dgev/2019;,indeterminado
Arquitectura,Casa Cuna II,En licitación,Ministerio de Espacio Público e Higiene Urbana,"en respuesta a la propuesta de ba elige con el fin de la recuperación total del espacio y revitalización de sus funciones, y en lí­nea con los trabajos realizados en la âetapa iâ, se procederá a ejecutar las tareas necesarias para crear un sector bajo autopista dónde se proponen funciones recreativas y deportivas, (cancha de fútbol 5, fútbol tenis, mesas de ping pong y pista de skate) y un sector en la plazoleta dónde se incorporarán postas aeróbicas.",30845581.0,barracas,4,av. caseros 1100,2019-10-03,2020-02-03,4,0.0,Altote S.A,30707431896,2019,Licitación Pública,461/SIGAF/2019,indeterminado,17020637/2019-dgev,indeterminado
Espacio Público,Playa Ferroviaria - etapa I,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"la obra comprendió el conjunto de tareas necesarias para la puesta en valor del espacio público playa ferroviaria palermo. el objetivo principal es, a través de un paseo, minimizar el impacto de división espacial que genera el viaducto. en esta etapa, se incluyó el trazado de un sendero a través de piezas fragmentadas de solado premoldeado, así­ como de una senda aeróbica, sectores de estar, un nuevo patio de juegos y postas aeróbicas. en relación con estos nuevos espacios, se incorpora equipamiento.",26382638.0,palermo,14,soler 5346,2018-12-26,2019-06-21,7,100.0,SALVATORI,30512700124,2018,Licitación Pública,433/SIGAF/2018,indeterminado,21792841/dgev/2018,indeterminado
Transporte,Nueva Traza de la Autopista Illia,Neutralizada,Secretarí­a de Transporte y Obras Públicas,"la obra consiste en la construccion de una nueva ví­a rápida urbana entre av. 9 de julio y el peaje retiro (el cual no se vera afectado). la extension total de la nueva traza es de 1.900 metros aproximadamente entre los limites de la intervencion divididos en dos tramos segun su tipologia. el primer tramo modificara la configuración actual de la calle facundo quiroga. este tramo se extenderá entre carlos pellegrini / cerrito y el nuevo centro de exposiciones y convenciones (cec). se desarrolla una nueva avenida urbana que contará con 3 carriles sentido provincia, mientras que en sentido al centro tendra un ancho variable entre 3 y 4 carriles. ambas manos estarán separadas por un cantero central que contará con una importante forestacion. el otro tramo comienza a partir del cec, donde la avenida mencionada anteriormente comienza a tomar altura para convertirse en un viaducto y gira hacia el norte, pasando por arriba de las vias del ferrocarril hasta empalmar con la au illia existente, 300 metros antes de llegar al peaje retiro.",1585394079.0,retiro,1,libertador y callao,2017-03-27,2020-12-31,19,0.0,ROVELLA CARRANZA-PANEDILE-SUPERCEMENTO-UTE,30715547585,2016,Licitación Pública,2016-01-0028-00,indeterminado,indeterminado,indeterminado
Transporte,Paso Bajo Nivel Congreso -FFCC Mitre -Mitre,Finalizada,Secretarí­a de Transporte y Obras Públicas,"se extiende entre las calles plaza y estomba, su túnel tiene 2 carriles de circulación, uno por sentido y una altura libre de paso de 4,20 metros, siendo apto para tránsito liviano y transporte público de pasajeros. la obra contempló la ejecución de un retome que permite la continuidad de la calle tronador -san francisco de asis.",0.0,nuñez,13,av. congreso y tronador,2014-04-14,2016-05-10,6,100.0,SES-CONSTRUERE-UTE,30714420547,2013,Licitación Pública,2013-01-0010-00,indeterminado,indeterminado,indeterminado
Escuelas,Barrio 31: Centro de formacion profesional N°38,Finalizada,Ministerio de Desarrollo Humano y Hábitat,adultos. obra ejecutada por la secretarí­a de integración social y urbana.,29698965.0,retiro,1,parcela 1p . manzana 162° . sección 15- circunscripción 19,2017-12-27,2018-10-29,10,100.0,Bricons S.A.I.C.F.I.,30541068151,2017,Licitación Pública,1454- SIGAF/17,indeterminado,23657848-2017-mgeya-dgopdu,indeterminado
Vivienda,Barrio 31: Abordaje Exterior 2 Perette y Avellaneda,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"se está trabajando en la puesta en valor de las fachadas de las manzanas xx del sector de guemes y cristo obrero. la empresa contratista tuvo por función recuperar fachadas, adecuando alumbrado, cañerias, realizando revoque fino y grueso a las superficies.",41076603.0,retiro,1,gendarmeria nacional av. 680,2018-07-01,2019-07-31,12,100.0,Dilthey y Villarex,"30711331847,30712097996",2018,nan,,indeterminado,indeterminado,indeterminado
Vivienda,Barrio 31: Abordaje Exterior 3 Lápices y Ledesma,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"se está trabajando en la puesta en valor de las fachadas de las manzanas xx del sector de guemes y cristo obrero. la empresa contratista tiene por función recuperar fachadas, adecuando alumbrado, cañerias, realizando revoque fino y grueso a las superficies.",106526382.0,retiro,1,gendarmeria nacional av. 681,2018-01-01,2019-11-01,23,100.0,Dilthey y Villarex,"30711331847,30712097996",2018,nan,,indeterminado,indeterminado,indeterminado
Vivienda,"Barrio 31: Cristo Obrero 12 y 14, Mejoramiento Integral",Finalizada,Ministerio de Desarrollo Humano y Hábitat,"en razgos generales el proyecto consistió en los siguientes procesos: primero, se comunicó a los vecinos sobre la posibilidad de participar del programa de mejoramiento. luego, los arquitectos realizaron un relevamiento técnico socio-habitacional, en el que se hizo un análisis por cada unidad funcional y se generó un proyecto especí­fico para cada caso. a partir de ahí­, se trabajó en la validación del proyecto con el vecino, y con instancias y módulos participativos, la obra comenzó tras la firma de la carta de adhesión por parte de las familias. estos protocolos se desarrollaron de manera simultánea tanto para las refacciones del interior como del exterior de las viviendas. el proceso de mejora se apoya sobre los siguientes ejes: redistribución interna, iluminación, ventilación, red eléctrica, accesibilidad, cubierta y terminaciones",88035671.0,retiro,1,gendarmeria nacional av. 682,2018-01-01,2020-03-31,23,100.0,Cooperativas y Los Tilos,30710622848,2018,Licitación Pública,,indeterminado,indeterminado,indeterminado
Espacio Público,Barrio 31: Cancha 7,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"con la lógica de regenerar el espacio público como un espacio principalmente de uso deportivo, de recreación y esparcimiento. se reordenó para demarcar de manera clara los espacios de uso exclusivo deportivo y de juegos de niños. se busca jerarquizar las circulaciones a fin de que no se interrumpan unas con otras y favoreciendo la accesibilidad. toda la superficie de cancha de fútbol se realizó de cemento de color. así­mismo, la iluminación general del espacio se realizó enteramente en led con posibilidad de telegestión a fin de integrarse a la red de alumbrado de caba. por último se sumaron diversos tipos de vegetación a fin de incrementar la huella verde dentro del espacio público. el área de acción se realizó sobre 880m2.",21649898.0,retiro,1,gendarmeria nacional av. 679,2018-10-01,2019-04-01,8,100.0,Cooperativa,30714602760,2018,nan,22708720-2018,10,indeterminado,indeterminado
Salud,Barrio 31: Relocalización Cesac 21,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"los centros de salud 21 y 25 son ejecutados por el ministerio de salud de la ciudad de buenos aires. el cesac 21 ya se encuentra inaugurado. estos centros, sumados al centro de salud 47 en el galpón y el centro de salud transitorio sobre calle 9, logran acercar geográfica y culturalmente la oferta de salud al barrio, para que los vecinos no requieran transitar grandes distancias para recibir atención médica. así­ se garantiza el servicio de salud con la calidad y cercaní­a igual al resto de la ciudad.",31574155.35,retiro,1,gendarmeria nacional av. 679,2017-09-22,2019-05-31,17,100.0,Kir S.R.L,30703232046,2017,Licitación Pública,1186-SIGAF-17,10,indeterminado,indeterminado
Arquitectura,Barrio 31: Casa de la Cultura,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"casa de la cultura: centro cultural en el corazón del barrio para que todos los vecinos puedan disfrutar de diferentes talleres, actividades y expresiones artí­sticas. el nuevo espacio cuenta con una grilla de talleres que recorren varias ramas artí­sticas, desde la narración hasta la producción musical, pasando por diferentes estilos de danzas como el tango, los ritmos latinos y bailes afroperuanos",8004000.0,retiro,1,gendarmeria nacional av. 679,2017-03-01,2019-02-28,24,100.0,Cooperativa,30711306745,2017,nan,,20,indeterminado,indeterminado
Espacio Público,Barrio 31: Espacio Publico YPF,Finalizada,Ministerio de Desarrollo Humano y Hábitat,"el proyecto cuenta con 19.500 m2 de espacios públicos; comprendiendo trabajos de mejoramiento urbano, pavimentos, veredas, parquización, mobiliario urbano, alumbrado público. incluye también un área de espacio público con zonas verdes, juegos para niños, espacios de convivencia.",172245745.0,retiro,1,gendarmeria nacional av. 679,2018-10-21,2020-09-01,16,100.0,Algieri,30699339810,2018,Licitación Pública Nacional,220-SIGAF/18,10,indeterminado,indeterminado
